"filename", "language", "JSON", "Markdown", "YAML", "JavaScript", "Shell Script", "HTML", "Vue", "CSS", "comment", "blank", "total"
"/Users/admin/code/vue-router/docs/zh-cn/pipeline/can-reuse.md", "Markdown", 0, 11, 0, 0, 0, 0, 0, 0, 0, 11, 22
"/Users/admin/code/vue-router/docs/zh-cn/pipeline/data.md", "Markdown", 0, 106, 0, 0, 0, 0, 0, 0, 0, 36, 142
"/Users/admin/code/vue-router/docs/zh-cn/pipeline/deactivate.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 10, 22
"/Users/admin/code/vue-router/docs/zh-cn/pipeline/hooks.md", "Markdown", 0, 101, 0, 0, 0, 0, 0, 0, 0, 42, 143
"/Users/admin/code/vue-router/docs/zh-cn/route.md", "Markdown", 0, 69, 0, 0, 0, 0, 0, 0, 0, 36, 105
"/Users/admin/code/vue-router/docs/zh-cn/view.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/admin/code/vue-router/example/advanced/README.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/admin/code/vue-router/example/advanced/app.vue", "Vue", 0, 0, 0, 0, 0, 0, 35, 0, 0, 3, 38
"/Users/admin/code/vue-router/example/advanced/components/about.vue", "Vue", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"/Users/admin/code/vue-router/example/advanced/components/inbox/archive.vue", "Vue", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/admin/code/vue-router/example/advanced/components/inbox/index.vue", "Vue", 0, 0, 0, 0, 0, 0, 41, 0, 12, 7, 60
"/Users/admin/code/vue-router/example/advanced/components/inbox/message.vue", "Vue", 0, 0, 0, 0, 0, 0, 31, 0, 16, 6, 53
"/Users/admin/code/vue-router/example/advanced/components/not-found.vue", "Vue", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/admin/code/vue-router/example/advanced/components/user/index.vue", "Vue", 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"/Users/admin/code/vue-router/example/advanced/components/user/posts.vue", "Vue", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/admin/code/vue-router/example/advanced/components/user/profile.vue", "Vue", 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"/Users/admin/code/vue-router/example/advanced/components/user/settings.vue", "Vue", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/admin/code/vue-router/example/advanced/index.html", "HTML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 5, 19
"/Users/admin/code/vue-router/example/advanced/index.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 6, 6, 25
